visita_id,preso_id,preso_documento,preso_nombres,preso_apellidos,preso_fecha_nacimiento,preso_delito,preso_estado,preso_celda,preso_patio,preso_fecha_ingreso,visitante_nombre,visitante_documento,visita_fecha,visita_hora,visita_estado,visita_motivo_denegacion,guardia_id,guardia_documento,guardia_nombres,guardia_apellidos,guardia_rango,guardia_turno,guardia_patio,guardia_zona,guardia_estado,hubo_incidente,incidente_id,incidente_tipo,incidente_descripcion,incidente_fecha,incidente_hora,incidente_estado
5364,82,113585139,Liliana,Ospina Sanchez,1979-06-12,Porte ilegal de armas,CONDENADO,C038,Patio 2,2022-06-10,Diana Aguilar,909142083,2023-07-03,17:15:00,RECHAZADA,Horario no disponible,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
5365,23,1065953266,Beatriz,Alvarez Ramirez,1971-02-13,Extorsion,ACTIVO,A006,Patio 5,2021-04-16,Beatriz Sanchez,426760499,2023-08-02,11:45:00,CANCELADA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
5366,126,278632824,Edison,Mendoza Rodriguez,1962-01-23,Porte ilegal de armas,CONDENADO,B036,Patio 3,2022-02-06,Mario Romero,665175980,2023-05-29,13:00:00,FINALIZADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
5367,35,765055833,Andres,Ramos Vega,1986-03-07,Estafa,SINDICADO,B027,Patio 2,2021-10-05,Jairo Soto,961710973,2023-07-24,17:30:00,DENEGADA,Documentos incompletos,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
5368,15,513140753,Patricia,Munar Diaz,1983-09-26,Secuestro,LIBERADO,A003,Patio 1,2021-06-30,Maria Garcia,137115464,2024-06-04,14:45:00,FINALIZADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5369,83,289125618,Jhon,Salcedo Pineda,1972-02-12,Estafa,CONDENADO,D018,Patio 4,2022-08-10,Juan Pineda,336165437,2023-11-23,15:45:00,PENDIENTE,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
5370,101,412737284,Jorge,Romero Guerrero,1991-09-17,Secuestro,CONDENADO,C037,Patio 1,2021-04-23,Cesar Perez,992252653,2023-08-02,11:45:00,APROBADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,SI,1039,Huelga de hambre,Se detectó comunicación no autorizada entre preso y visitante,2023-08-02,12:00:00,CANCELADO
5371,112,916033628,Juan,Jimenez Aguilar,1984-08-20,Hurto calificado,TRASLADADO,C033,Patio 4,2020-09-05,Pedro Pineda,395550425,2023-06-03,17:30:00,FINALIZADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
5372,131,1007638182,Mario,Moreno Gutierrez,1998-04-12,Violencia intrafamiliar,ACTIVO,C018,Patio 5,2022-01-05,Maria Martinez,576327853,2024-12-17,12:15:00,FINALIZADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
5373,136,196779973,Felipe,Castillo Acosta,1978-08-21,Hurto calificado,ACTIVO,D019,Patio 3,2022-12-23,Martha Parra,317933169,2024-12-13,15:30:00,PENDIENTE,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
5374,16,925276600,Jairo,Cruz Ramirez,1973-03-01,Lavado de activos,ACTIVO,A001,Patio 3,2022-10-22,Mario Rodriguez,1064385779,2023-03-11,12:45:00,APROBADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,SI,1040,Motin,Se presentó un altercado entre internos del mismo patio,2023-03-11,20:00:00,RESUELTO
5375,16,925276600,Jairo,Cruz Ramirez,1973-03-01,Lavado de activos,ACTIVO,A001,Patio 3,2022-10-22,Ivan Mora,454389188,2024-08-25,10:30:00,FINALIZADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
5376,110,588365604,Andres,Castillo Medina,1974-07-02,Homicidio,LIBERADO,C024,Patio 5,2020-01-03,Luz Parra,613829398,2024-04-01,16:15:00,DENEGADA,Cupo maximo alcanzado,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
5377,98,508427798,Adriana,Alvarez Mendoza,1998-08-01,Estafa,LIBERADO,B039,Patio 5,2020-05-03,Ivan Alvarez,392644291,2023-09-24,08:15:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,SI,1041,Amenazas verbales,El guardia reportó el ingreso de dinero no declarado,2023-09-24,09:30:00,EN_PROCESO
5378,2,734036506,Monica,Gonzalez Rodriguez,1964-03-15,Extorsion,ACTIVO,D035,Patio 1,2021-02-11,Jairo Fuentes,563363473,2024-06-28,18:15:00,FINALIZADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
5379,88,793532952,Ferney,Ospina Alvarez,1995-07-27,Trafico de estupefacientes,ACTIVO,B017,Patio 4,2021-05-13,Oscar Diaz,497107053,2024-08-06,11:45:00,FINALIZADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
5380,65,558209399,Yaneth,Alvarez Vargas,1993-05-11,Fraude procesal,SINDICADO,B027,Patio 2,2021-07-21,Claudia Bedoya,484432721,2024-11-21,21:30:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,SI,1042,Huelga de hambre,El visitante fue retirado por alterar el orden en visitas,2024-11-21,18:15:00,RESUELTO
5381,85,361846370,Cesar,Diaz Zapata,1987-05-18,Concierto para delinquir,ACTIVO,A008,Patio 4,2021-10-27,Oscar Mora,152714930,2024-02-13,18:30:00,DENEGADA,Visitante en lista de restriccion,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
5382,149,1021706559,Rafael,Torres Buitrago,1971-03-30,Fabricacion de explosivos,ACTIVO,E010,Patio 1,2020-09-26,Martha Chavez,484454281,2024-03-24,08:30:00,PERMITIDA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
5383,130,179308612,Adriana,Reyes Cano,1973-06-02,Concierto para delinquir,LIBERADO,E017,Patio 3,2022-07-24,Jhon Pineda,603051442,2024-09-16,18:00:00,APROBADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
5384,99,754586204,Dario,Sanchez Molina,1969-04-27,Concierto para delinquir,ACTIVO,E010,Patio 1,2020-11-17,Rafael Salcedo,583982508,2023-06-18,21:45:00,APROBADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,SI,1043,Agresion a guardia,El interno presentó conducta agresiva hacia el personal,2023-06-18,16:30:00,CANCELADO
5385,17,918150683,Oscar,Cardenas Sanchez,1999-01-18,Concierto para delinquir,ACTIVO,E004,Patio 5,2021-02-11,Jairo Fuentes,386166704,2024-12-07,16:15:00,PERMITIDA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,NO,,,,,,
5386,58,574765466,Wilson,Jimenez Cardenas,1981-03-23,Fabricacion de explosivos,TRASLADADO,E029,Patio 2,2020-06-22,Fabian Montoya,441363985,2023-05-15,21:45:00,PENDIENTE,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
5387,80,735760237,Edison,Lozano Herrera,1964-07-27,Terrorismo,CONDENADO,E016,Patio 5,2020-09-04,Monica Cardenas,663883991,2023-06-30,20:30:00,APROBADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,SI,1044,Huelga de hambre,Se reportó intento de fuga durante el traslado post-visita,2023-06-30,20:00:00,EN_PROCESO
5388,99,754586204,Dario,Sanchez Molina,1969-04-27,Concierto para delinquir,ACTIVO,E010,Patio 1,2020-11-17,Ferney Alvarez,530107281,2024-12-29,16:00:00,CANCELADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
5389,52,568574364,Paola,Cardenas Ramirez,1977-04-12,Falsedad documental,SINDICADO,B026,Patio 1,2022-06-12,Carolina Sanchez,219650525,2024-11-03,10:45:00,APROBADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
5390,90,477753674,Edison,Diaz Aguilar,1973-10-02,Secuestro,ACTIVO,E025,Patio 2,2021-10-08,Esperanza Perez,466551081,2024-07-17,15:15:00,FINALIZADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5391,105,570040006,Andres,Munar Gonzalez,1999-11-24,Lavado de activos,CONDENADO,D035,Patio 3,2020-02-22,Martha Jimenez,505966572,2024-02-18,10:00:00,PENDIENTE,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
5392,122,1077579311,Carolina,Garcia Bravo,1966-06-19,Lavado de activos,TRASLADADO,A040,Patio 1,2022-08-19,Xiomara Rios,1005679513,2023-08-29,19:45:00,APROBADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,SI,1045,Rina entre internos,El preso protagonizó un acto de automutilación durante la visita,2023-08-29,18:15:00,CANCELADO
5393,31,506919288,Carlos,Gutierrez Medina,1995-03-04,Fabricacion de explosivos,SINDICADO,C029,Patio 5,2022-09-23,Esperanza Salcedo,876294015,2024-03-11,14:00:00,FINALIZADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,SI,1046,Introduccion de elementos prohibidos,Se reportó posesión de arma artesanal durante la requisa,2024-03-11,18:45:00,RESUELTO
5394,148,729624046,Nelson,Romero Cruz,1994-09-26,Hurto calificado,CONDENADO,D033,Patio 1,2021-07-21,Pedro Cardenas,248837953,2024-05-06,14:15:00,PENDIENTE,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
5395,47,292587044,Dario,Cruz Ramos,1995-12-26,Concierto para delinquir,TRASLADADO,B024,Patio 3,2020-11-22,Wilson Diaz,210058583,2024-04-20,17:15:00,APROBADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,SI,1047,Trafico interno de sustancias,El interno incitó a otros presos a un acto de indisciplina,2024-04-20,16:45:00,RESUELTO
5396,101,412737284,Jorge,Romero Guerrero,1991-09-17,Secuestro,CONDENADO,C037,Patio 1,2021-04-23,Hernan Zapata,485803243,2023-04-05,18:30:00,CANCELADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5397,118,1029066493,Rafael,Alvarez Buitrago,1981-09-22,Porte ilegal de armas,ACTIVO,E036,Patio 5,2022-02-11,Claudia Rios,285256722,2023-05-25,13:45:00,CANCELADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
5398,50,930353157,Camilo,Reyes Pineda,1982-11-07,Lavado de activos,CONDENADO,D018,Patio 3,2020-02-26,Ivan Guerrero,914395826,2023-06-04,17:00:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5399,18,264109919,Claudia,Molina Vargas,1984-03-12,Fabricacion de explosivos,TRASLADADO,A001,Patio 5,2021-10-25,Diana Castillo,656084524,2024-03-28,11:30:00,PERMITIDA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,SI,1048,Huelga de hambre,Se detectó comunicación no autorizada entre preso y visitante,2024-03-28,21:00:00,CANCELADO
5400,48,945436943,Edison,Sanchez Gutierrez,1999-02-14,Trafico de estupefacientes,TRASLADADO,B017,Patio 2,2022-07-31,Andres Alvarez,198868979,2023-03-09,16:00:00,RECHAZADA,Horario no disponible,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
5401,1,786579303,David,Rodriguez Acosta,1972-05-03,Extorsion,ACTIVO,E029,Patio 1,2020-06-27,Hernan Munar,311976815,2023-01-27,14:45:00,FINALIZADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5402,30,1094678970,Cesar,Herrera Vargas,1978-03-25,Violencia intrafamiliar,SINDICADO,C023,Patio 1,2020-12-03,Yaneth Moreno,307407806,2023-04-10,20:45:00,PERMITIDA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
5403,103,795392488,Rafael,Aguilar Flores,1963-03-15,Trafico de estupefacientes,ACTIVO,B039,Patio 5,2021-08-14,Claudia Herrera,360998307,2023-06-15,13:30:00,APROBADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
5404,45,1065212976,Diana,Jimenez Mora,1971-03-12,Concierto para delinquir,ACTIVO,E040,Patio 5,2022-04-12,Edison Chavez,584422454,2023-02-03,09:15:00,PERMITIDA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
5405,84,567694547,Jhon,Cano Aguilar,1974-06-16,Fraude procesal,ACTIVO,A023,Patio 3,2022-07-12,Luz Gonzalez,349615602,2023-03-12,12:30:00,RECHAZADA,Preso en aislamiento,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
5406,25,176082500,Olga,Herrera Aguilar,1990-01-03,Violencia intrafamiliar,ACTIVO,A034,Patio 5,2022-08-26,Hernan Bravo,235233946,2023-01-02,13:45:00,CANCELADA,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
5407,95,614015466,Adriana,Cruz Castro,1962-04-21,Secuestro,TRASLADADO,D003,Patio 1,2020-05-13,Nelson Cruz,429226687,2023-07-20,10:00:00,APROBADA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
5408,95,614015466,Adriana,Cruz Castro,1962-04-21,Secuestro,TRASLADADO,D003,Patio 1,2020-05-13,Olga Mora,962776185,2023-07-17,20:45:00,FINALIZADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
5409,59,404713332,Olga,Vega Lozano,1987-10-11,Porte ilegal de armas,ACTIVO,E033,Patio 2,2021-09-27,Mario Vega,434901682,2024-05-27,14:15:00,FINALIZADA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
5410,80,735760237,Edison,Lozano Herrera,1964-07-27,Terrorismo,CONDENADO,E016,Patio 5,2020-09-04,Ivan Molina,242043114,2024-06-03,09:00:00,DENEGADA,Preso en aislamiento,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
5411,106,198061499,Edwin,Mora Zapata,1986-05-03,Trafico de estupefacientes,LIBERADO,E013,Patio 3,2020-03-23,Patricia Soto,942143895,2023-07-17,17:15:00,DENEGADA,Documentos incompletos,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5412,6,1090307112,Patricia,Perez Montoya,1973-02-24,Fraude procesal,CONDENADO,C013,Patio 5,2021-01-28,Jose Molina,182000631,2023-05-24,21:30:00,APROBADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
5413,23,1065953266,Beatriz,Alvarez Ramirez,1971-02-13,Extorsion,ACTIVO,A006,Patio 5,2021-04-16,Jairo Molina,949997843,2023-06-29,12:45:00,PERMITIDA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
5414,88,793532952,Ferney,Ospina Alvarez,1995-07-27,Trafico de estupefacientes,ACTIVO,B017,Patio 4,2021-05-13,Henry Lopez,718315716,2024-03-17,17:45:00,CANCELADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
5415,149,1021706559,Rafael,Torres Buitrago,1971-03-30,Fabricacion de explosivos,ACTIVO,E010,Patio 1,2020-09-26,Viviana Cardenas,306125842,2024-05-29,15:15:00,APROBADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,SI,1049,Rina entre internos,El visitante intentó pasar un objeto no permitido al preso,2024-05-29,16:15:00,RESUELTO
5416,11,982403818,Jorge,Castillo Chavez,1972-01-04,Homicidio,ACTIVO,D026,Patio 3,2021-03-11,Mario Ospina,557211711,2024-01-13,08:30:00,RECHAZADA,Horario no disponible,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
5417,21,237859287,Hernan,Parra Montoya,1967-05-29,Secuestro,SINDICADO,D036,Patio 4,2021-03-09,Hector Gutierrez,650677028,2024-07-26,20:00:00,PENDIENTE,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
5418,9,853573823,Wilson,Pineda Martinez,1987-04-29,Concierto para delinquir,ACTIVO,E027,Patio 2,2020-11-30,Sandra Mora,848380818,2023-02-09,12:00:00,APROBADA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
5419,70,106330865,Diana,Mendoza Molina,1977-06-29,Fraude procesal,TRASLADADO,C028,Patio 5,2021-03-27,Ruben Moreno,227244232,2024-06-17,08:00:00,PENDIENTE,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
5420,71,624232414,Edwin,Aguilar Ruiz,1981-10-13,Trafico de estupefacientes,ACTIVO,E012,Patio 4,2020-12-04,Ivan Castro,209904208,2023-09-04,14:00:00,PERMITIDA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
5421,28,366992705,Ivan,Moreno Buitrago,1980-02-15,Hurto calificado,SINDICADO,B032,Patio 4,2021-05-26,Jose Zapata,188048768,2023-12-19,12:30:00,RECHAZADA,Cupo maximo alcanzado,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
5422,122,1077579311,Carolina,Garcia Bravo,1966-06-19,Lavado de activos,TRASLADADO,A040,Patio 1,2022-08-19,Paola Martinez,352268460,2023-04-21,17:45:00,RECHAZADA,Documentos incompletos,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
5423,98,508427798,Adriana,Alvarez Mendoza,1998-08-01,Estafa,LIBERADO,B039,Patio 5,2020-05-03,Xiomara Torres,119401192,2023-03-09,15:45:00,PERMITIDA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
5424,95,614015466,Adriana,Cruz Castro,1962-04-21,Secuestro,TRASLADADO,D003,Patio 1,2020-05-13,Carlos Sanchez,912094925,2023-11-06,16:15:00,FINALIZADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,SI,1050,Incendio provocado,El interno agredió al visitante durante el tiempo de visita,2023-11-06,09:45:00,RESUELTO
5425,22,1097413271,Esperanza,Molina Bravo,1990-12-11,Extorsion,CONDENADO,C023,Patio 3,2022-06-16,Felipe Jimenez,753335326,2024-11-08,11:45:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
5426,77,356135680,Jose,Parra Vega,1965-02-17,Estafa,TRASLADADO,C040,Patio 3,2022-01-25,Paola Ospina,322880855,2024-10-08,21:15:00,DENEGADA,Horario no disponible,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,NO,,,,,,
5427,33,153839920,Natalia,Parra Cardenas,1998-04-01,Abuso sexual,ACTIVO,D011,Patio 1,2021-01-15,Claudia Moreno,459455390,2023-01-04,21:45:00,APROBADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
5428,52,568574364,Paola,Cardenas Ramirez,1977-04-12,Falsedad documental,SINDICADO,B026,Patio 1,2022-06-12,Dario Castro,1095430056,2024-01-03,11:15:00,PERMITIDA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
5429,79,721358005,Luis,Mendoza Zapata,1990-05-20,Falsedad documental,LIBERADO,C022,Patio 2,2020-06-04,Martha Gonzalez,384250200,2024-07-13,19:00:00,PERMITIDA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
5430,106,198061499,Edwin,Mora Zapata,1986-05-03,Trafico de estupefacientes,LIBERADO,E013,Patio 3,2020-03-23,Miguel Mora,534352261,2024-07-18,19:30:00,PERMITIDA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
5431,146,165015165,Gloria,Aguilar Moreno,1965-06-24,Fraude procesal,CONDENADO,A024,Patio 2,2020-02-13,Cesar Lozano,1058457736,2023-06-16,19:30:00,APROBADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
5432,116,1089848389,Paola,Cardenas Acosta,1999-06-11,Hurto calificado,TRASLADADO,B031,Patio 4,2021-11-27,Ruben Cano,179020534,2023-04-13,09:15:00,PERMITIDA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,SI,1051,Intento de fuga,El interno incitó a otros presos a un acto de indisciplina,2023-04-13,08:15:00,RESUELTO
5433,102,1092041933,Rodrigo,Lozano Cano,1989-08-28,Fabricacion de explosivos,TRASLADADO,C029,Patio 1,2021-04-05,Rafael Martinez,644774224,2024-05-24,15:00:00,RECHAZADA,Horario no disponible,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
5434,86,295249057,Martha,Jimenez Reyes,1995-10-15,Secuestro,ACTIVO,D033,Patio 3,2020-01-21,Ivan Munar,379633445,2024-01-23,16:00:00,PERMITIDA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
5435,37,592080329,Viviana,Zapata Sanchez,1963-04-15,Abuso sexual,ACTIVO,B028,Patio 2,2021-12-15,Esperanza Lozano,448383515,2023-01-15,08:15:00,PERMITIDA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
5436,124,440012324,Hector,Soto Molina,1981-11-20,Fraude procesal,SINDICADO,D039,Patio 1,2021-04-25,Nelson Alvarez,606261232,2023-07-24,17:00:00,APROBADA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
5437,53,101815992,Beatriz,Buitrago Mora,1992-04-09,Terrorismo,CONDENADO,B011,Patio 3,2022-06-02,Yaneth Ramos,708673626,2023-06-07,08:30:00,CANCELADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
5438,79,721358005,Luis,Mendoza Zapata,1990-05-20,Falsedad documental,LIBERADO,C022,Patio 2,2020-06-04,Luis Bravo,736220435,2023-12-30,11:00:00,FINALIZADA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,SI,1052,Amenazas verbales,Se reportó intento de fuga durante el traslado post-visita,2023-12-30,09:15:00,EN_PROCESO
5439,90,477753674,Edison,Diaz Aguilar,1973-10-02,Secuestro,ACTIVO,E025,Patio 2,2021-10-08,Yaneth Sanchez,360655355,2023-10-08,08:30:00,APROBADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
5440,99,754586204,Dario,Sanchez Molina,1969-04-27,Concierto para delinquir,ACTIVO,E010,Patio 1,2020-11-17,Olga Reyes,426868710,2024-05-21,08:00:00,APROBADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
5441,28,366992705,Ivan,Moreno Buitrago,1980-02-15,Hurto calificado,SINDICADO,B032,Patio 4,2021-05-26,Miguel Garcia,1039187683,2024-11-29,11:30:00,CANCELADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
5442,150,115956152,Diana,Herrera Cano,1974-07-10,Trafico de estupefacientes,ACTIVO,A014,Patio 2,2022-05-12,Fabian Rios,714379032,2024-11-25,13:15:00,PERMITIDA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
5443,99,754586204,Dario,Sanchez Molina,1969-04-27,Concierto para delinquir,ACTIVO,E010,Patio 1,2020-11-17,Juan Bedoya,304822760,2023-11-27,21:30:00,FINALIZADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,SI,1053,Huelga de hambre,Se presentó una riña entre el preso y otro interno en el patio,2023-11-27,10:45:00,PENDIENTE
5444,34,173574218,Paola,Martinez Mora,1998-08-29,Extorsion,SINDICADO,D026,Patio 2,2020-03-22,Monica Ramirez,218844711,2023-12-08,10:30:00,APROBADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
